"89","wp_veqn_user_roles","a:5:{s:13:""administrator"";a:2:{s:4:""name"";s:13:""Administrator"";s:12:""capabilities"";a:61:{s:13:""switch_themes"";b:1;s:11:""edit_themes"";b:1;s:16:""activate_plugins"";b:1;s:12:""edit_plugins"";b:1;s:10:""edit_users"";b:1;s:10:""edit_files"";b:1;s:14:""manage_options"";b:1;s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:6:""import"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:8:""level_10"";b:1;s:7:""level_9"";b:1;s:7:""level_8"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;s:12:""delete_users"";b:1;s:12:""create_users"";b:1;s:17:""unfiltered_upload"";b:1;s:14:""edit_dashboard"";b:1;s:14:""update_plugins"";b:1;s:14:""delete_plugins"";b:1;s:15:""install_plugins"";b:1;s:13:""update_themes"";b:1;s:14:""install_themes"";b:1;s:11:""update_core"";b:1;s:10:""list_users"";b:1;s:12:""remove_users"";b:1;s:13:""promote_users"";b:1;s:18:""edit_theme_options"";b:1;s:13:""delete_themes"";b:1;s:6:""export"";b:1;}}s:6:""editor"";a:2:{s:4:""name"";s:6:""Editor"";s:12:""capabilities"";a:34:{s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;}}s:6:""author"";a:2:{s:4:""name"";s:6:""Author"";s:12:""capabilities"";a:10:{s:12:""upload_files"";b:1;s:10:""edit_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:4:""read"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;s:22:""delete_published_posts"";b:1;}}s:11:""contributor"";a:2:{s:4:""name"";s:11:""Contributor"";s:12:""capabilities"";a:5:{s:10:""edit_posts"";b:1;s:4:""read"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;}}s:10:""subscriber"";a:2:{s:4:""name"";s:10:""Subscriber"";s:12:""capabilities"";a:2:{s:4:""read"";b:1;s:7:""level_0"";b:1;}}}","yes"
"90","_transient_random_seed","bb08b6ed4c2c33b07681c8db206bb868","yes"
"91","widget_search","a:2:{i:2;a:1:{s:5:""title"";s:0:"""";}s:12:""_multiwidget"";i:1;}","yes"
"92","widget_recent-posts","a:2:{i:2;a:2:{s:5:""title"";s:0:"""";s:6:""number"";i:5;}s:12:""_multiwidget"";i:1;}","yes"
"93","widget_recent-comments","a:2:{i:2;a:2:{s:5:""title"";s:0:"""";s:6:""number"";i:5;}s:12:""_multiwidget"";i:1;}","yes"
"94","widget_archives","a:2:{i:2;a:3:{s:5:""title"";s:0:"""";s:5:""count"";i:0;s:8:""dropdown"";i:0;}s:12:""_multiwidget"";i:1;}","yes"
"95","widget_meta","a:2:{i:2;a:1:{s:5:""title"";s:0:"""";}s:12:""_multiwidget"";i:1;}","yes"
"96","sidebars_widgets","a:3:{s:19:""wp_inactive_widgets"";a:0:{}s:18:""orphaned_widgets_1"";a:6:{i:0;s:8:""search-2"";i:1;s:14:""recent-posts-2"";i:2;s:17:""recent-comments-2"";i:3;s:10:""archives-2"";i:4;s:12:""categories-2"";i:5;s:6:""meta-2"";}s:13:""array_version"";i:3;}","yes"
"97","jetpack_activated","1","yes"
"98","jetpack_options","a:2:{s:7:""version"";s:16:""2.9.3:1401879627"";s:11:""old_version"";s:16:""2.9.3:1401879627"";}","yes"
"99","cron","a:6:{i:1458003754;a:1:{s:20:""jetpack_clean_nonces"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1458003781;a:1:{s:14:""mm_cron_hourly"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1458039754;a:3:{s:16:""wp_version_check"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}s:17:""wp_update_plugins"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}s:16:""wp_update_themes"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1458039781;a:3:{s:19:""wp_scheduled_delete"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}s:13:""mm_cron_daily"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}s:18:""mm_cron_twicedaily"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1458040009;a:1:{s:30:""wp_scheduled_auto_draft_delete"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}s:7:""version"";i:2;}","yes"
"110","mm_master_aff",,"yes"
"16859","_site_transient_timeout_theme_roots","1459031624","yes"
"16860","_site_transient_theme_roots","a:4:{s:11:""dw-timeline"";s:7:""/themes"";s:13:""twentyfifteen"";s:7:""/themes"";s:14:""twentyfourteen"";s:7:""/themes"";s:13:""twentysixteen"";s:7:""/themes"";}","yes"
"142","_site_transient_update_themes","O:8:""stdClass"":4:{s:12:""last_checked"";i:1459029860;s:7:""checked"";a:4:{s:11:""dw-timeline"";s:5:""1.0.9"";s:13:""twentyfifteen"";s:3:""1.4"";s:14:""twentyfourteen"";s:3:""1.6"";s:13:""twentysixteen"";s:3:""1.1"";}s:8:""response"";a:0:{}s:12:""translations"";a:0:{}}","yes"
"111","mm_install_date","Jun 04, 2014","yes"
"363","nav_menu_options","a:2:{i:0;b:0;s:8:""auto_add"";a:0:{}}","yes"
"252","recently_activated","a:0:{}","yes"
"143","theme_mods_twentyfourteen","a:1:{s:16:""sidebars_widgets"";a:2:{s:4:""time"";i:1401879830;s:4:""data"";a:4:{s:19:""wp_inactive_widgets"";a:0:{}s:9:""sidebar-1"";a:6:{i:0;s:8:""search-2"";i:1;s:14:""recent-posts-2"";i:2;s:17:""recent-comments-2"";i:3;s:10:""archives-2"";i:4;s:12:""categories-2"";i:5;s:6:""meta-2"";}s:9:""sidebar-2"";a:0:{}s:9:""sidebar-3"";a:0:{}}}}","yes"
"144","current_theme","DW Timeline","yes"
"145","theme_mods_dw-timeline","a:2:{i:0;b:0;s:18:""nav_menu_locations"";a:1:{s:18:""primary_navigation"";i:2;}}","yes"
"146","theme_switched",,"yes"
"192","category_children","a:0:{}","yes"
"347","syntax-highlighter Options","a:2:{s:7:""version"";s:6:""3.0.83"";s:5:""theme"";s:8:""Midnight"";}","yes"
"185","widget_pages","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"186","widget_calendar","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"187","widget_tag_cloud","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"188","widget_nav_menu","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"189","widget_akismet_widget","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"190","widget_mojo_widget","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"191","dw_timeline_theme_options","a:10:{s:9:""get_start"";s:0:"""";s:7:""favicon"";s:62:""http://euler.lvtran.com/wp-content/uploads/2014/06/favicon.png"";s:23:""header_background_image"";s:100:""http://euler.lvtran.com/wp-content/uploads/2014/06/clear-sky-nature-hd-wallpaper-1920x1080-38291.jpg"";s:17:""header_mask_start"";s:7:""#b8d1d6"";s:15:""header_mask_end"";s:7:""#0060b5"";s:21:""site_title_backgournd"";b:0;s:12:""heading_font"";s:91:""Lora:dw:http://themes.googleusercontent.com/static/fonts/lora/v5/enKND5SfzQKkggBA_VnT1A.ttf"";s:9:""body_font"";s:91:""Lora:dw:http://themes.googleusercontent.com/static/fonts/lora/v5/aXJ7KVIGcejEy1abawZazg.ttf"";s:11:""header_code"";s:72:"" <style>
a {color: #3280b1;}
a:hover, a:focus {color: #56aaca;}
</style>"";s:11:""footer_code"";s:408:""<script>
  (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){
  (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o),
  m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m)
  })(window,document,'script','//www.google-analytics.com/analytics.js','ga');

  ga('create', 'UA-48211346-1', 'auto');
  ga('send', 'pageview');

</script>"";}","yes"
"11977","rewrite_rules","a:82:{s:47:""category/(.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:52:""index.php?category_name=$matches[1]&feed=$matches[2]"";s:42:""category/(.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:52:""index.php?category_name=$matches[1]&feed=$matches[2]"";s:35:""category/(.+?)/page/?([0-9]{1,})/?$"";s:53:""index.php?category_name=$matches[1]&paged=$matches[2]"";s:17:""category/(.+?)/?$"";s:35:""index.php?category_name=$matches[1]"";s:44:""tag/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?tag=$matches[1]&feed=$matches[2]"";s:39:""tag/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?tag=$matches[1]&feed=$matches[2]"";s:32:""tag/([^/]+)/page/?([0-9]{1,})/?$"";s:43:""index.php?tag=$matches[1]&paged=$matches[2]"";s:14:""tag/([^/]+)/?$"";s:25:""index.php?tag=$matches[1]"";s:45:""type/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?post_format=$matches[1]&feed=$matches[2]"";s:40:""type/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?post_format=$matches[1]&feed=$matches[2]"";s:33:""type/([^/]+)/page/?([0-9]{1,})/?$"";s:51:""index.php?post_format=$matches[1]&paged=$matches[2]"";s:15:""type/([^/]+)/?$"";s:33:""index.php?post_format=$matches[1]"";s:38:""visualizer/[^/]+/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:48:""visualizer/[^/]+/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:68:""visualizer/[^/]+/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:63:""visualizer/[^/]+/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:63:""visualizer/[^/]+/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:31:""visualizer/([^/]+)/trackback/?$"";s:37:""index.php?visualizer=$matches[1]&tb=1"";s:39:""visualizer/([^/]+)/page/?([0-9]{1,})/?$"";s:50:""index.php?visualizer=$matches[1]&paged=$matches[2]"";s:46:""visualizer/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?visualizer=$matches[1]&cpage=$matches[2]"";s:31:""visualizer/([^/]+)(/[0-9]+)?/?$"";s:49:""index.php?visualizer=$matches[1]&page=$matches[2]"";s:27:""visualizer/[^/]+/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:37:""visualizer/[^/]+/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:57:""visualizer/[^/]+/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:52:""visualizer/[^/]+/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:52:""visualizer/[^/]+/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:12:""robots\.txt$"";s:18:""index.php?robots=1"";s:48:"".*wp-(atom|rdf|rss|rss2|feed|commentsrss2)\.php$"";s:18:""index.php?feed=old"";s:20:"".*wp-app\.php(/.*)?$"";s:19:""index.php?error=403"";s:18:"".*wp-register.php$"";s:23:""index.php?register=true"";s:32:""feed/(feed|rdf|rss|rss2|atom)/?$"";s:27:""index.php?&feed=$matches[1]"";s:27:""(feed|rdf|rss|rss2|atom)/?$"";s:27:""index.php?&feed=$matches[1]"";s:20:""page/?([0-9]{1,})/?$"";s:28:""index.php?&paged=$matches[1]"";s:41:""comments/feed/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?&feed=$matches[1]&withcomments=1"";s:36:""comments/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?&feed=$matches[1]&withcomments=1"";s:44:""search/(.+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?s=$matches[1]&feed=$matches[2]"";s:39:""search/(.+)/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?s=$matches[1]&feed=$matches[2]"";s:32:""search/(.+)/page/?([0-9]{1,})/?$"";s:41:""index.php?s=$matches[1]&paged=$matches[2]"";s:14:""search/(.+)/?$"";s:23:""index.php?s=$matches[1]"";s:47:""author/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?author_name=$matches[1]&feed=$matches[2]"";s:42:""author/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?author_name=$matches[1]&feed=$matches[2]"";s:35:""author/([^/]+)/page/?([0-9]{1,})/?$"";s:51:""index.php?author_name=$matches[1]&paged=$matches[2]"";s:17:""author/([^/]+)/?$"";s:33:""index.php?author_name=$matches[1]"";s:69:""([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:80:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&feed=$matches[4]"";s:64:""([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/(feed|rdf|rss|rss2|atom)/?$"";s:80:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&feed=$matches[4]"";s:57:""([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/page/?([0-9]{1,})/?$"";s:81:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&paged=$matches[4]"";s:39:""([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/?$"";s:63:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]"";s:56:""([0-9]{4})/([0-9]{1,2})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:64:""index.php?year=$matches[1]&monthnum=$matches[2]&feed=$matches[3]"";s:51:""([0-9]{4})/([0-9]{1,2})/(feed|rdf|rss|rss2|atom)/?$"";s:64:""index.php?year=$matches[1]&monthnum=$matches[2]&feed=$matches[3]"";s:44:""([0-9]{4})/([0-9]{1,2})/page/?([0-9]{1,})/?$"";s:65:""index.php?year=$matches[1]&monthnum=$matches[2]&paged=$matches[3]"";s:26:""([0-9]{4})/([0-9]{1,2})/?$"";s:47:""index.php?year=$matches[1]&monthnum=$matches[2]"";s:43:""([0-9]{4})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?year=$matches[1]&feed=$matches[2]"";s:38:""([0-9]{4})/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?year=$matches[1]&feed=$matches[2]"";s:31:""([0-9]{4})/page/?([0-9]{1,})/?$"";s:44:""index.php?year=$matches[1]&paged=$matches[2]"";s:13:""([0-9]{4})/?$"";s:26:""index.php?year=$matches[1]"";s:27:"".?.+?/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:37:"".?.+?/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:57:"".?.+?/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:52:"".?.+?/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:52:"".?.+?/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:20:""(.?.+?)/trackback/?$"";s:35:""index.php?pagename=$matches[1]&tb=1"";s:40:""(.?.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:47:""index.php?pagename=$matches[1]&feed=$matches[2]"";s:35:""(.?.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:47:""index.php?pagename=$matches[1]&feed=$matches[2]"";s:28:""(.?.+?)/page/?([0-9]{1,})/?$"";s:48:""index.php?pagename=$matches[1]&paged=$matches[2]"";s:35:""(.?.+?)/comment-page-([0-9]{1,})/?$"";s:48:""index.php?pagename=$matches[1]&cpage=$matches[2]"";s:20:""(.?.+?)(/[0-9]+)?/?$"";s:47:""index.php?pagename=$matches[1]&page=$matches[2]"";s:27:""[^/]+/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:37:""[^/]+/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:57:""[^/]+/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:52:""[^/]+/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:52:""[^/]+/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:20:""([^/]+)/trackback/?$"";s:31:""index.php?name=$matches[1]&tb=1"";s:40:""([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?name=$matches[1]&feed=$matches[2]"";s:35:""([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?name=$matches[1]&feed=$matches[2]"";s:28:""([^/]+)/page/?([0-9]{1,})/?$"";s:44:""index.php?name=$matches[1]&paged=$matches[2]"";s:35:""([^/]+)/comment-page-([0-9]{1,})/?$"";s:44:""index.php?name=$matches[1]&cpage=$matches[2]"";s:20:""([^/]+)(/[0-9]+)?/?$"";s:43:""index.php?name=$matches[1]&page=$matches[2]"";s:16:""[^/]+/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:26:""[^/]+/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:46:""[^/]+/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:41:""[^/]+/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:41:""[^/]+/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";}","yes"
"1945","auto_core_update_notified","a:4:{s:4:""type"";s:6:""manual"";s:5:""email"";s:15:""you@example.com"";s:7:""version"";s:5:""4.2.2"";s:9:""timestamp"";i:1431511359;}","yes"
"11825","WPLANG",,"yes"
"11824","finished_splitting_shared_terms","1","yes"
"11826","db_upgraded","1","yes"
